respondent_uid,submitted_at,duration_sec,story_id,emotion,emotion_ja,score,is_complete_case
R078,2024-10-08T11:55:03,154.0,T2,surprise,驚き,53,True
R078,2024-10-08T11:55:03,154.0,T2,sadness,悲しみ,51,True
R078,2024-10-08T11:55:03,154.0,T2,anger,怒り,49,True
R078,2024-10-08T11:55:03,154.0,T3,interest,面白さ,100,True
R078,2024-10-08T11:55:03,154.0,T3,surprise,驚き,57,True
R078,2024-10-08T11:55:03,154.0,T3,sadness,悲しみ,0,True
R078,2024-10-08T11:55:03,154.0,T3,anger,怒り,0,True
R079,2024-10-08T11:55:38,91.0,T1,interest,面白さ,55,True
R079,2024-10-08T11:55:38,91.0,T1,surprise,驚き,53,True
R079,2024-10-08T11:55:38,91.0,T1,sadness,悲しみ,54,True
R079,2024-10-08T11:55:38,91.0,T1,anger,怒り,16,True
R079,2024-10-08T11:55:38,91.0,T2,interest,面白さ,71,True
R079,2024-10-08T11:55:38,91.0,T2,surprise,驚き,85,True
R079,2024-10-08T11:55:38,91.0,T2,sadness,悲しみ,12,True
R079,2024-10-08T11:55:38,91.0,T2,anger,怒り,14,True
R079,2024-10-08T11:55:38,91.0,T3,interest,面白さ,65,True
R079,2024-10-08T11:55:38,91.0,T3,surprise,驚き,73,True
R079,2024-10-08T11:55:38,91.0,T3,sadness,悲しみ,82,True
R079,2024-10-08T11:55:38,91.0,T3,anger,怒り,31,True
R080,2024-10-08T11:53:04,209.0,T1,interest,面白さ,50,True
R080,2024-10-08T11:53:04,209.0,T1,surprise,驚き,49,True
R080,2024-10-08T11:53:04,209.0,T1,sadness,悲しみ,0,True
R080,2024-10-08T11:53:04,209.0,T1,anger,怒り,0,True
R080,2024-10-08T11:53:04,209.0,T2,interest,面白さ,50,True
R080,2024-10-08T11:53:04,209.0,T2,surprise,驚き,75,True
R080,2024-10-08T11:53:04,209.0,T2,sadness,悲しみ,0,True
R080,2024-10-08T11:53:04,209.0,T2,anger,怒り,0,True
R080,2024-10-08T11:53:04,209.0,T3,interest,面白さ,93,True
R080,2024-10-08T11:53:04,209.0,T3,surprise,驚き,78,True
R080,2024-10-08T11:53:04,209.0,T3,sadness,悲しみ,0,True
R080,2024-10-08T11:53:04,209.0,T3,anger,怒り,0,True
R081,2024-10-08T11:53:56,116.0,T1,interest,面白さ,64,True
R081,2024-10-08T11:53:56,116.0,T1,surprise,驚き,38,True
R081,2024-10-08T11:53:56,116.0,T1,sadness,悲しみ,32,True
R081,2024-10-08T11:53:56,116.0,T1,anger,怒り,55,True
R081,2024-10-08T11:53:56,116.0,T2,interest,面白さ,36,True
R081,2024-10-08T11:53:56,116.0,T2,surprise,驚き,32,True
R081,2024-10-08T11:53:56,116.0,T2,sadness,悲しみ,76,True
R081,2024-10-08T11:53:56,116.0,T2,anger,怒り,55,True
R081,2024-10-08T11:53:56,116.0,T3,interest,面白さ,78,True
R081,2024-10-08T11:53:56,116.0,T3,surprise,驚き,73,True
R081,2024-10-08T11:53:56,116.0,T3,sadness,悲しみ,21,True
R081,2024-10-08T11:53:56,116.0,T3,anger,怒り,37,True
R082,2024-10-08T11:54:31,67.0,T1,interest,面白さ,64,True
R082,2024-10-08T11:54:31,67.0,T1,surprise,驚き,44,True
R082,2024-10-08T11:54:31,67.0,T1,sadness,悲しみ,34,True
R082,2024-10-08T11:54:31,67.0,T1,anger,怒り,37,True
R082,2024-10-08T11:54:31,67.0,T2,interest,面白さ,58,True
R082,2024-10-08T11:54:31,67.0,T2,surprise,驚き,49,True
R082,2024-10-08T11:54:31,67.0,T2,sadness,悲しみ,59,True
R082,2024-10-08T11:54:31,67.0,T2,anger,怒り,59,True
R082,2024-10-08T11:54:31,67.0,T3,interest,面白さ,60,True
R082,2024-10-08T11:54:31,67.0,T3,surprise,驚き,62,True
R082,2024-10-08T11:54:31,67.0,T3,sadness,悲しみ,40,True
R082,2024-10-08T11:54:31,67.0,T3,anger,怒り,43,True
R083,2024-10-08T11:53:06,125.0,T1,interest,面白さ,41,True
R083,2024-10-08T11:53:06,125.0,T1,surprise,驚き,37,True
R083,2024-10-08T11:53:06,125.0,T1,sadness,悲しみ,27,True
R083,2024-10-08T11:53:06,125.0,T1,anger,怒り,10,True
R083,2024-10-08T11:53:06,125.0,T2,interest,面白さ,35,True
R083,2024-10-08T11:53:06,125.0,T2,surprise,驚き,6,True
R083,2024-10-08T11:53:06,125.0,T2,sadness,悲しみ,0,True
R083,2024-10-08T11:53:06,125.0,T2,anger,怒り,0,True
R083,2024-10-08T11:53:06,125.0,T3,interest,面白さ,67,True
R083,2024-10-08T11:53:06,125.0,T3,surprise,驚き,76,True
R083,2024-10-08T11:53:06,125.0,T3,sadness,悲しみ,9,True
R083,2024-10-08T11:53:06,125.0,T3,anger,怒り,0,True
R084,2024-10-08T11:52:21,169.0,T1,interest,面白さ,77,False
R084,2024-10-08T11:52:21,169.0,T1,surprise,驚き,49,False
R084,2024-10-08T11:52:21,169.0,T1,sadness,悲しみ,0,False
R084,2024-10-08T11:52:21,169.0,T1,anger,怒り,0,False
R084,2024-10-08T11:52:21,169.0,T2,interest,面白さ,,False
R084,2024-10-08T11:52:21,169.0,T2,surprise,驚き,,False
R084,2024-10-08T11:52:21,169.0,T2,sadness,悲しみ,,False
R084,2024-10-08T11:52:21,169.0,T2,anger,怒り,,False
R084,2024-10-08T11:52:21,169.0,T3,interest,面白さ,,False
R084,2024-10-08T11:52:21,169.0,T3,surprise,驚き,,False
R084,2024-10-08T11:52:21,169.0,T3,sadness,悲しみ,,False
R084,2024-10-08T11:52:21,169.0,T3,anger,怒り,,False
R085,2024-10-08T11:53:06,116.0,T1,interest,面白さ,30,True
R085,2024-10-08T11:53:06,116.0,T1,surprise,驚き,32,True
R085,2024-10-08T11:53:06,116.0,T1,sadness,悲しみ,29,True
R085,2024-10-08T11:53:06,116.0,T1,anger,怒り,16,True
R085,2024-10-08T11:53:06,116.0,T2,interest,面白さ,31,True
R085,2024-10-08T11:53:06,116.0,T2,surprise,驚き,36,True
R085,2024-10-08T11:53:06,116.0,T2,sadness,悲しみ,32,True
R085,2024-10-08T11:53:06,116.0,T2,anger,怒り,28,True
R085,2024-10-08T11:53:06,116.0,T3,interest,面白さ,37,True
R085,2024-10-08T11:53:06,116.0,T3,surprise,驚き,70,True
R085,2024-10-08T11:53:06,116.0,T3,sadness,悲しみ,33,True
R085,2024-10-08T11:53:06,116.0,T3,anger,怒り,44,True
R086,2024-10-08T11:52:35,142.0,T1,interest,面白さ,91,True
R086,2024-10-08T11:52:35,142.0,T1,surprise,驚き,0,True
R086,2024-10-08T11:52:35,142.0,T1,sadness,悲しみ,0,True
R086,2024-10-08T11:52:35,142.0,T1,anger,怒り,1,True
R086,2024-10-08T11:52:35,142.0,T2,interest,面白さ,60,True
R086,2024-10-08T11:52:35,142.0,T2,surprise,驚き,1,True
R086,2024-10-08T11:52:35,142.0,T2,sadness,悲しみ,1,True
R086,2024-10-08T11:52:35,142.0,T2,anger,怒り,1,True
R086,2024-10-08T11:52:35,142.0,T3,interest,面白さ,99,True
R086,2024-10-08T11:52:35,142.0,T3,surprise,驚き,58,True
R086,2024-10-08T11:52:35,142.0,T3,sadness,悲しみ,1,True
R086,2024-10-08T11:52:35,142.0,T3,anger,怒り,1,True
R087,2024-10-08T11:52:09,142.0,T1,interest,面白さ,65,True
R087,2024-10-08T11:52:09,142.0,T1,surprise,驚き,60,True
R087,2024-10-08T11:52:09,142.0,T1,sadness,悲しみ,17,True
R087,2024-10-08T11:52:09,142.0,T1,anger,怒り,3,True
R087,2024-10-08T11:52:09,142.0,T2,interest,面白さ,52,True
R087,2024-10-08T11:52:09,142.0,T2,surprise,驚き,20,True
R087,2024-10-08T11:52:09,142.0,T2,sadness,悲しみ,22,True
R087,2024-10-08T11:52:09,142.0,T2,anger,怒り,15,True
R087,2024-10-08T11:52:09,142.0,T3,interest,面白さ,68,True
R087,2024-10-08T11:52:09,142.0,T3,surprise,驚き,67,True
R087,2024-10-08T11:52:09,142.0,T3,sadness,悲しみ,17,True
R087,2024-10-08T11:52:09,142.0,T3,anger,怒り,15,True
R088,2024-10-08T11:52:51,48.0,T1,interest,面白さ,81,False
R088,2024-10-08T11:52:51,48.0,T1,surprise,驚き,74,False
R088,2024-10-08T11:52:51,48.0,T1,sadness,悲しみ,75,False
R088,2024-10-08T11:52:51,48.0,T1,anger,怒り,63,False
R088,2024-10-08T11:52:51,48.0,T2,interest,面白さ,,False
R088,2024-10-08T11:52:51,48.0,T2,surprise,驚き,,False
R088,2024-10-08T11:52:51,48.0,T2,sadness,悲しみ,,False
R088,2024-10-08T11:52:51,48.0,T2,anger,怒り,,False
R088,2024-10-08T11:52:51,48.0,T3,interest,面白さ,,False
R088,2024-10-08T11:52:51,48.0,T3,surprise,驚き,,False
R088,2024-10-08T11:52:51,48.0,T3,sadness,悲しみ,,False
R088,2024-10-08T11:52:51,48.0,T3,anger,怒り,,False
R089,2024-10-08T11:43:53,363.0,T1,interest,面白さ,25,True
R089,2024-10-08T11:43:53,363.0,T1,surprise,驚き,0,True
R089,2024-10-08T11:43:53,363.0,T1,sadness,悲しみ,0,True
R089,2024-10-08T11:43:53,363.0,T1,anger,怒り,0,True
R089,2024-10-08T11:43:53,363.0,T2,interest,面白さ,35,True
R089,2024-10-08T11:43:53,363.0,T2,surprise,驚き,4,True
R089,2024-10-08T11:43:53,363.0,T2,sadness,悲しみ,3,True
R089,2024-10-08T11:43:53,363.0,T2,anger,怒り,0,True
R089,2024-10-08T11:43:53,363.0,T3,interest,面白さ,17,True
R089,2024-10-08T11:43:53,363.0,T3,surprise,驚き,8,True
R089,2024-10-08T11:43:53,363.0,T3,sadness,悲しみ,0,True
R089,2024-10-08T11:43:53,363.0,T3,anger,怒り,0,True
R090,2024-10-08T11:31:09,209.0,T1,interest,面白さ,0,True
R090,2024-10-08T11:31:09,209.0,T1,surprise,驚き,0,True
R090,2024-10-08T11:31:09,209.0,T1,sadness,悲しみ,0,True
R090,2024-10-08T11:31:09,209.0,T1,anger,怒り,0,True
R090,2024-10-08T11:31:09,209.0,T2,interest,面白さ,36,True
R090,2024-10-08T11:31:09,209.0,T2,surprise,驚き,0,True
R090,2024-10-08T11:31:09,209.0,T2,sadness,悲しみ,77,True
R090,2024-10-08T11:31:09,209.0,T2,anger,怒り,32,True
R090,2024-10-08T11:31:09,209.0,T3,interest,面白さ,81,True
R090,2024-10-08T11:31:09,209.0,T3,surprise,驚き,65,True
R090,2024-10-08T11:31:09,209.0,T3,sadness,悲しみ,0,True
R090,2024-10-08T11:31:09,209.0,T3,anger,怒り,0,True
R091,2024-10-07T14:17:23,288.0,T1,interest,面白さ,48,True
R091,2024-10-07T14:17:23,288.0,T1,surprise,驚き,52,True
R091,2024-10-07T14:17:23,288.0,T1,sadness,悲しみ,40,True
R091,2024-10-07T14:17:23,288.0,T1,anger,怒り,0,True
R091,2024-10-07T14:17:23,288.0,T2,interest,面白さ,51,True
R091,2024-10-07T14:17:23,288.0,T2,surprise,驚き,48,True
R091,2024-10-07T14:17:23,288.0,T2,sadness,悲しみ,46,True
R091,2024-10-07T14:17:23,288.0,T2,anger,怒り,47,True
R091,2024-10-07T14:17:23,288.0,T3,interest,面白さ,60,True
R091,2024-10-07T14:17:23,288.0,T3,surprise,驚き,58,True
R091,2024-10-07T14:17:23,288.0,T3,sadness,悲しみ,0,True
R091,2024-10-07T14:17:23,288.0,T3,anger,怒り,0,True
