respondent_uid,submitted_at,duration_sec,story_id,emotion,emotion_ja,score,is_complete_case
R045,2024-10-08T14:35:10,36.0,T2,sadness,悲しみ,35,True
R045,2024-10-08T14:35:10,36.0,T2,anger,怒り,64,True
R045,2024-10-08T14:35:10,36.0,T3,interest,面白さ,62,True
R045,2024-10-08T14:35:10,36.0,T3,surprise,驚き,60,True
R045,2024-10-08T14:35:10,36.0,T3,sadness,悲しみ,31,True
R045,2024-10-08T14:35:10,36.0,T3,anger,怒り,70,True
R046,2024-10-08T14:34:50,50.0,T1,interest,面白さ,55,True
R046,2024-10-08T14:34:50,50.0,T1,surprise,驚き,46,True
R046,2024-10-08T14:34:50,50.0,T1,sadness,悲しみ,47,True
R046,2024-10-08T14:34:50,50.0,T1,anger,怒り,43,True
R046,2024-10-08T14:34:50,50.0,T2,interest,面白さ,44,True
R046,2024-10-08T14:34:50,50.0,T2,surprise,驚き,59,True
R046,2024-10-08T14:34:50,50.0,T2,sadness,悲しみ,38,True
R046,2024-10-08T14:34:50,50.0,T2,anger,怒り,27,True
R046,2024-10-08T14:34:50,50.0,T3,interest,面白さ,33,True
R046,2024-10-08T14:34:50,50.0,T3,surprise,驚き,36,True
R046,2024-10-08T14:34:50,50.0,T3,sadness,悲しみ,38,True
R046,2024-10-08T14:34:50,50.0,T3,anger,怒り,39,True
R047,2024-10-08T14:34:03,89.0,T1,interest,面白さ,34,True
R047,2024-10-08T14:34:03,89.0,T1,surprise,驚き,34,True
R047,2024-10-08T14:34:03,89.0,T1,sadness,悲しみ,33,True
R047,2024-10-08T14:34:03,89.0,T1,anger,怒り,57,True
R047,2024-10-08T14:34:03,89.0,T2,interest,面白さ,31,True
R047,2024-10-08T14:34:03,89.0,T2,surprise,驚き,26,True
R047,2024-10-08T14:34:03,89.0,T2,sadness,悲しみ,28,True
R047,2024-10-08T14:34:03,89.0,T2,anger,怒り,31,True
R047,2024-10-08T14:34:03,89.0,T3,interest,面白さ,61,True
R047,2024-10-08T14:34:03,89.0,T3,surprise,驚き,65,True
R047,2024-10-08T14:34:03,89.0,T3,sadness,悲しみ,37,True
R047,2024-10-08T14:34:03,89.0,T3,anger,怒り,61,True
R048,2024-10-08T14:34:52,38.0,T1,interest,面白さ,81,True
R048,2024-10-08T14:34:52,38.0,T1,surprise,驚き,83,True
R048,2024-10-08T14:34:52,38.0,T1,sadness,悲しみ,81,True
R048,2024-10-08T14:34:52,38.0,T1,anger,怒り,59,True
R048,2024-10-08T14:34:52,38.0,T2,interest,面白さ,76,True
R048,2024-10-08T14:34:52,38.0,T2,surprise,驚き,29,True
R048,2024-10-08T14:34:52,38.0,T2,sadness,悲しみ,73,True
R048,2024-10-08T14:34:52,38.0,T2,anger,怒り,28,True
R048,2024-10-08T14:34:52,38.0,T3,interest,面白さ,31,True
R048,2024-10-08T14:34:52,38.0,T3,surprise,驚き,69,True
R048,2024-10-08T14:34:52,38.0,T3,sadness,悲しみ,100,True
R048,2024-10-08T14:34:52,38.0,T3,anger,怒り,14,True
R049,2024-10-08T14:34:30,28.0,T1,interest,面白さ,77,True
R049,2024-10-08T14:34:30,28.0,T1,surprise,驚き,76,True
R049,2024-10-08T14:34:30,28.0,T1,sadness,悲しみ,48,True
R049,2024-10-08T14:34:30,28.0,T1,anger,怒り,58,True
R049,2024-10-08T14:34:30,28.0,T2,interest,面白さ,65,True
R049,2024-10-08T14:34:30,28.0,T2,surprise,驚き,63,True
R049,2024-10-08T14:34:30,28.0,T2,sadness,悲しみ,42,True
R049,2024-10-08T14:34:30,28.0,T2,anger,怒り,66,True
R049,2024-10-08T14:34:30,28.0,T3,interest,面白さ,67,True
R049,2024-10-08T14:34:30,28.0,T3,surprise,驚き,39,True
R049,2024-10-08T14:34:30,28.0,T3,sadness,悲しみ,64,True
R049,2024-10-08T14:34:30,28.0,T3,anger,怒り,70,True
R050,2024-10-08T14:33:33,80.0,T1,interest,面白さ,63,True
R050,2024-10-08T14:33:33,80.0,T1,surprise,驚き,67,True
R050,2024-10-08T14:33:33,80.0,T1,sadness,悲しみ,52,True
R050,2024-10-08T14:33:33,80.0,T1,anger,怒り,42,True
R050,2024-10-08T14:33:33,80.0,T2,interest,面白さ,61,True
R050,2024-10-08T14:33:33,80.0,T2,surprise,驚き,60,True
R050,2024-10-08T14:33:33,80.0,T2,sadness,悲しみ,62,True
R050,2024-10-08T14:33:33,80.0,T2,anger,怒り,38,True
R050,2024-10-08T14:33:33,80.0,T3,interest,面白さ,60,True
R050,2024-10-08T14:33:33,80.0,T3,surprise,驚き,63,True
R050,2024-10-08T14:33:33,80.0,T3,sadness,悲しみ,59,True
R050,2024-10-08T14:33:33,80.0,T3,anger,怒り,66,True
R051,2024-10-08T13:25:07,3353.0,T1,interest,面白さ,46,True
R051,2024-10-08T13:25:07,3353.0,T1,surprise,驚き,5,True
R051,2024-10-08T13:25:07,3353.0,T1,sadness,悲しみ,24,True
R051,2024-10-08T13:25:07,3353.0,T1,anger,怒り,25,True
R051,2024-10-08T13:25:07,3353.0,T2,interest,面白さ,28,True
R051,2024-10-08T13:25:07,3353.0,T2,surprise,驚き,21,True
R051,2024-10-08T13:25:07,3353.0,T2,sadness,悲しみ,56,True
R051,2024-10-08T13:25:07,3353.0,T2,anger,怒り,23,True
R051,2024-10-08T13:25:07,3353.0,T3,interest,面白さ,65,True
R051,2024-10-08T13:25:07,3353.0,T3,surprise,驚き,61,True
R051,2024-10-08T13:25:07,3353.0,T3,sadness,悲しみ,4,True
R051,2024-10-08T13:25:07,3353.0,T3,anger,怒り,43,True
R052,2024-10-08T14:06:22,126.0,T1,interest,面白さ,77,True
R052,2024-10-08T14:06:22,126.0,T1,surprise,驚き,34,True
R052,2024-10-08T14:06:22,126.0,T1,sadness,悲しみ,19,True
R052,2024-10-08T14:06:22,126.0,T1,anger,怒り,11,True
R052,2024-10-08T14:06:22,126.0,T2,interest,面白さ,69,True
R052,2024-10-08T14:06:22,126.0,T2,surprise,驚き,65,True
R052,2024-10-08T14:06:22,126.0,T2,sadness,悲しみ,59,True
R052,2024-10-08T14:06:22,126.0,T2,anger,怒り,75,True
R052,2024-10-08T14:06:22,126.0,T3,interest,面白さ,98,True
R052,2024-10-08T14:06:22,126.0,T3,surprise,驚き,68,True
R052,2024-10-08T14:06:22,126.0,T3,sadness,悲しみ,71,True
R052,2024-10-08T14:06:22,126.0,T3,anger,怒り,68,True
R053,2024-10-08T14:01:34,303.0,T1,interest,面白さ,80,True
R053,2024-10-08T14:01:34,303.0,T1,surprise,驚き,47,True
R053,2024-10-08T14:01:34,303.0,T1,sadness,悲しみ,56,True
R053,2024-10-08T14:01:34,303.0,T1,anger,怒り,43,True
R053,2024-10-08T14:01:34,303.0,T2,interest,面白さ,27,True
R053,2024-10-08T14:01:34,303.0,T2,surprise,驚き,38,True
R053,2024-10-08T14:01:34,303.0,T2,sadness,悲しみ,66,True
R053,2024-10-08T14:01:34,303.0,T2,anger,怒り,25,True
R053,2024-10-08T14:01:34,303.0,T3,interest,面白さ,78,True
R053,2024-10-08T14:01:34,303.0,T3,surprise,驚き,70,True
R053,2024-10-08T14:01:34,303.0,T3,sadness,悲しみ,66,True
R053,2024-10-08T14:01:34,303.0,T3,anger,怒り,57,True
R054,2024-10-08T13:24:54,2327.0,T1,interest,面白さ,76,True
R054,2024-10-08T13:24:54,2327.0,T1,surprise,驚き,84,True
R054,2024-10-08T13:24:54,2327.0,T1,sadness,悲しみ,45,True
R054,2024-10-08T13:24:54,2327.0,T1,anger,怒り,2,True
R054,2024-10-08T13:24:54,2327.0,T2,interest,面白さ,94,True
R054,2024-10-08T13:24:54,2327.0,T2,surprise,驚き,97,True
R054,2024-10-08T13:24:54,2327.0,T2,sadness,悲しみ,74,True
R054,2024-10-08T13:24:54,2327.0,T2,anger,怒り,42,True
R054,2024-10-08T13:24:54,2327.0,T3,interest,面白さ,53,True
R054,2024-10-08T13:24:54,2327.0,T3,surprise,驚き,53,True
R054,2024-10-08T13:24:54,2327.0,T3,sadness,悲しみ,64,True
R054,2024-10-08T13:24:54,2327.0,T3,anger,怒り,13,True
R055,2024-10-08T13:57:54,255.0,T1,interest,面白さ,55,True
R055,2024-10-08T13:57:54,255.0,T1,surprise,驚き,53,True
R055,2024-10-08T13:57:54,255.0,T1,sadness,悲しみ,0,True
R055,2024-10-08T13:57:54,255.0,T1,anger,怒り,0,True
R055,2024-10-08T13:57:54,255.0,T2,interest,面白さ,65,True
R055,2024-10-08T13:57:54,255.0,T2,surprise,驚き,74,True
R055,2024-10-08T13:57:54,255.0,T2,sadness,悲しみ,55,True
R055,2024-10-08T13:57:54,255.0,T2,anger,怒り,0,True
R055,2024-10-08T13:57:54,255.0,T3,interest,面白さ,100,True
R055,2024-10-08T13:57:54,255.0,T3,surprise,驚き,53,True
R055,2024-10-08T13:57:54,255.0,T3,sadness,悲しみ,0,True
R055,2024-10-08T13:57:54,255.0,T3,anger,怒り,0,True
R056,2024-10-08T13:56:09,187.0,T1,interest,面白さ,67,True
R056,2024-10-08T13:56:09,187.0,T1,surprise,驚き,77,True
R056,2024-10-08T13:56:09,187.0,T1,sadness,悲しみ,29,True
R056,2024-10-08T13:56:09,187.0,T1,anger,怒り,0,True
R056,2024-10-08T13:56:09,187.0,T2,interest,面白さ,59,True
R056,2024-10-08T13:56:09,187.0,T2,surprise,驚き,28,True
R056,2024-10-08T13:56:09,187.0,T2,sadness,悲しみ,65,True
R056,2024-10-08T13:56:09,187.0,T2,anger,怒り,30,True
R056,2024-10-08T13:56:09,187.0,T3,interest,面白さ,72,True
R056,2024-10-08T13:56:09,187.0,T3,surprise,驚き,100,True
R056,2024-10-08T13:56:09,187.0,T3,sadness,悲しみ,14,True
R056,2024-10-08T13:56:09,187.0,T3,anger,怒り,15,True
R057,2024-10-08T13:26:08,210.0,T1,interest,面白さ,75,True
R057,2024-10-08T13:26:08,210.0,T1,surprise,驚き,62,True
R057,2024-10-08T13:26:08,210.0,T1,sadness,悲しみ,0,True
R057,2024-10-08T13:26:08,210.0,T1,anger,怒り,0,True
R057,2024-10-08T13:26:08,210.0,T2,interest,面白さ,68,True
R057,2024-10-08T13:26:08,210.0,T2,surprise,驚き,0,True
R057,2024-10-08T13:26:08,210.0,T2,sadness,悲しみ,92,True
R057,2024-10-08T13:26:08,210.0,T2,anger,怒り,74,True
R057,2024-10-08T13:26:08,210.0,T3,interest,面白さ,100,True
R057,2024-10-08T13:26:08,210.0,T3,surprise,驚き,100,True
R057,2024-10-08T13:26:08,210.0,T3,sadness,悲しみ,0,True
R057,2024-10-08T13:26:08,210.0,T3,anger,怒り,66,True
R058,2024-10-08T13:26:15,188.0,T1,interest,面白さ,61,True
R058,2024-10-08T13:26:15,188.0,T1,surprise,驚き,60,True
R058,2024-10-08T13:26:15,188.0,T1,sadness,悲しみ,63,True
R058,2024-10-08T13:26:15,188.0,T1,anger,怒り,21,True
R058,2024-10-08T13:26:15,188.0,T2,interest,面白さ,87,True
R058,2024-10-08T13:26:15,188.0,T2,surprise,驚き,67,True
R058,2024-10-08T13:26:15,188.0,T2,sadness,悲しみ,85,True
R058,2024-10-08T13:26:15,188.0,T2,anger,怒り,67,True
R058,2024-10-08T13:26:15,188.0,T3,interest,面白さ,92,True
R058,2024-10-08T13:26:15,188.0,T3,surprise,驚き,75,True
R058,2024-10-08T13:26:15,188.0,T3,sadness,悲しみ,28,True
R058,2024-10-08T13:26:15,188.0,T3,anger,怒り,33,True
R059,2024-10-08T13:26:17,150.0,T1,interest,面白さ,60,True
R059,2024-10-08T13:26:17,150.0,T1,surprise,驚き,38,True
R059,2024-10-08T13:26:17,150.0,T1,sadness,悲しみ,17,True
R059,2024-10-08T13:26:17,150.0,T1,anger,怒り,0,True
R059,2024-10-08T13:26:17,150.0,T2,interest,面白さ,56,True
R059,2024-10-08T13:26:17,150.0,T2,surprise,驚き,17,True
R059,2024-10-08T13:26:17,150.0,T2,sadness,悲しみ,72,True
R059,2024-10-08T13:26:17,150.0,T2,anger,怒り,0,True
R059,2024-10-08T13:26:17,150.0,T3,interest,面白さ,100,True
R059,2024-10-08T13:26:17,150.0,T3,surprise,驚き,58,True
R059,2024-10-08T13:26:17,150.0,T3,sadness,悲しみ,0,True
R059,2024-10-08T13:26:17,150.0,T3,anger,怒り,0,True
R060,2024-10-08T13:24:42,232.0,T1,interest,面白さ,21,True
R060,2024-10-08T13:24:42,232.0,T1,surprise,驚き,35,True
R060,2024-10-08T13:24:42,232.0,T1,sadness,悲しみ,0,True
R060,2024-10-08T13:24:42,232.0,T1,anger,怒り,0,True
R060,2024-10-08T13:24:42,232.0,T2,interest,面白さ,17,True
R060,2024-10-08T13:24:42,232.0,T2,surprise,驚き,15,True
R060,2024-10-08T13:24:42,232.0,T2,sadness,悲しみ,35,True
R060,2024-10-08T13:24:42,232.0,T2,anger,怒り,34,True
R060,2024-10-08T13:24:42,232.0,T3,interest,面白さ,68,True
R060,2024-10-08T13:24:42,232.0,T3,surprise,驚き,53,True
R060,2024-10-08T13:24:42,232.0,T3,sadness,悲しみ,0,True
R060,2024-10-08T13:24:42,232.0,T3,anger,怒り,3,True
R061,2024-10-08T13:24:17,165.0,T1,interest,面白さ,100,True
R061,2024-10-08T13:24:17,165.0,T1,surprise,驚き,70,True
R061,2024-10-08T13:24:17,165.0,T1,sadness,悲しみ,0,True
R061,2024-10-08T13:24:17,165.0,T1,anger,怒り,0,True
R061,2024-10-08T13:24:17,165.0,T2,interest,面白さ,100,True
R061,2024-10-08T13:24:17,165.0,T2,surprise,驚き,100,True
R061,2024-10-08T13:24:17,165.0,T2,sadness,悲しみ,30,True
R061,2024-10-08T13:24:17,165.0,T2,anger,怒り,0,True
R061,2024-10-08T13:24:17,165.0,T3,interest,面白さ,100,True
R061,2024-10-08T13:24:17,165.0,T3,surprise,驚き,100,True
R061,2024-10-08T13:24:17,165.0,T3,sadness,悲しみ,0,True
R061,2024-10-08T13:24:17,165.0,T3,anger,怒り,0,True
R062,2024-10-08T13:24:59,116.0,T1,interest,面白さ,61,True
R062,2024-10-08T13:24:59,116.0,T1,surprise,驚き,45,True
R062,2024-10-08T13:24:59,116.0,T1,sadness,悲しみ,44,True
R062,2024-10-08T13:24:59,116.0,T1,anger,怒り,49,True
R062,2024-10-08T13:24:59,116.0,T2,interest,面白さ,57,True
R062,2024-10-08T13:24:59,116.0,T2,surprise,驚き,50,True
R062,2024-10-08T13:24:59,116.0,T2,sadness,悲しみ,56,True
R062,2024-10-08T13:24:59,116.0,T2,anger,怒り,55,True
R062,2024-10-08T13:24:59,116.0,T3,interest,面白さ,64,True
R062,2024-10-08T13:24:59,116.0,T3,surprise,驚き,60,True
R062,2024-10-08T13:24:59,116.0,T3,sadness,悲しみ,41,True
R062,2024-10-08T13:24:59,116.0,T3,anger,怒り,38,True
R063,2024-10-08T13:24:57,115.0,T1,interest,面白さ,89,True
R063,2024-10-08T13:24:57,115.0,T1,surprise,驚き,70,True
R063,2024-10-08T13:24:57,115.0,T1,sadness,悲しみ,3,True
R063,2024-10-08T13:24:57,115.0,T1,anger,怒り,1,True
R063,2024-10-08T13:24:57,115.0,T2,interest,面白さ,62,True
R063,2024-10-08T13:24:57,115.0,T2,surprise,驚き,29,True
R063,2024-10-08T13:24:57,115.0,T2,sadness,悲しみ,71,True
R063,2024-10-08T13:24:57,115.0,T2,anger,怒り,55,True
R063,2024-10-08T13:24:57,115.0,T3,interest,面白さ,79,True
R063,2024-10-08T13:24:57,115.0,T3,surprise,驚き,59,True
R063,2024-10-08T13:24:57,115.0,T3,sadness,悲しみ,1,True
R063,2024-10-08T13:24:57,115.0,T3,anger,怒り,1,True
R064,2024-10-08T13:24:39,128.0,T1,interest,面白さ,82,True
R064,2024-10-08T13:24:39,128.0,T1,surprise,驚き,20,True
R064,2024-10-08T13:24:39,128.0,T1,sadness,悲しみ,70,True
R064,2024-10-08T13:24:39,128.0,T1,anger,怒り,11,True
R064,2024-10-08T13:24:39,128.0,T2,interest,面白さ,74,True
R064,2024-10-08T13:24:39,128.0,T2,surprise,驚き,77,True
R064,2024-10-08T13:24:39,128.0,T2,sadness,悲しみ,5,True
R064,2024-10-08T13:24:39,128.0,T2,anger,怒り,0,True
R064,2024-10-08T13:24:39,128.0,T3,interest,面白さ,100,True
R064,2024-10-08T13:24:39,128.0,T3,surprise,驚き,100,True
R064,2024-10-08T13:24:39,128.0,T3,sadness,悲しみ,0,True
R064,2024-10-08T13:24:39,128.0,T3,anger,怒り,0,True
R065,2024-10-08T13:25:14,65.0,T1,interest,面白さ,48,False
R065,2024-10-08T13:25:14,65.0,T1,surprise,驚き,45,False
R065,2024-10-08T13:25:14,65.0,T1,sadness,悲しみ,45,False
R065,2024-10-08T13:25:14,65.0,T1,anger,怒り,45,False
R065,2024-10-08T13:25:14,65.0,T2,interest,面白さ,,False
R065,2024-10-08T13:25:14,65.0,T2,surprise,驚き,,False
R065,2024-10-08T13:25:14,65.0,T2,sadness,悲しみ,,False
R065,2024-10-08T13:25:14,65.0,T2,anger,怒り,,False
R065,2024-10-08T13:25:14,65.0,T3,interest,面白さ,,False
R065,2024-10-08T13:25:14,65.0,T3,surprise,驚き,,False
R065,2024-10-08T13:25:14,65.0,T3,sadness,悲しみ,,False
R065,2024-10-08T13:25:14,65.0,T3,anger,怒り,,False
R066,2024-10-08T13:05:50,1176.0,T1,interest,面白さ,65,True
R066,2024-10-08T13:05:50,1176.0,T1,surprise,驚き,51,True
R066,2024-10-08T13:05:50,1176.0,T1,sadness,悲しみ,3,True
R066,2024-10-08T13:05:50,1176.0,T1,anger,怒り,3,True
R066,2024-10-08T13:05:50,1176.0,T2,interest,面白さ,16,True
R066,2024-10-08T13:05:50,1176.0,T2,surprise,驚き,2,True
R066,2024-10-08T13:05:50,1176.0,T2,sadness,悲しみ,53,True
R066,2024-10-08T13:05:50,1176.0,T2,anger,怒り,0,True
R066,2024-10-08T13:05:50,1176.0,T3,interest,面白さ,32,True
R066,2024-10-08T13:05:50,1176.0,T3,surprise,驚き,47,True
R066,2024-10-08T13:05:50,1176.0,T3,sadness,悲しみ,2,True
R066,2024-10-08T13:05:50,1176.0,T3,anger,怒り,2,True
R067,2024-10-08T13:11:34,58.0,T1,interest,面白さ,78,True
R067,2024-10-08T13:11:34,58.0,T1,surprise,驚き,19,True
R067,2024-10-08T13:11:34,58.0,T1,sadness,悲しみ,1,True
R067,2024-10-08T13:11:34,58.0,T1,anger,怒り,1,True
R067,2024-10-08T13:11:34,58.0,T2,interest,面白さ,8,True
R067,2024-10-08T13:11:34,58.0,T2,surprise,驚き,72,True
R067,2024-10-08T13:11:34,58.0,T2,sadness,悲しみ,85,True
R067,2024-10-08T13:11:34,58.0,T2,anger,怒り,9,True
R067,2024-10-08T13:11:34,58.0,T3,interest,面白さ,88,True
R067,2024-10-08T13:11:34,58.0,T3,surprise,驚き,29,True
R067,2024-10-08T13:11:34,58.0,T3,sadness,悲しみ,7,True
R067,2024-10-08T13:11:34,58.0,T3,anger,怒り,7,True
R068,2024-10-08T12:56:59,109.0,T1,interest,面白さ,73,True
R068,2024-10-08T12:56:59,109.0,T1,surprise,驚き,59,True
R068,2024-10-08T12:56:59,109.0,T1,sadness,悲しみ,13,True
R068,2024-10-08T12:56:59,109.0,T1,anger,怒り,10,True
R068,2024-10-08T12:56:59,109.0,T2,interest,面白さ,51,True
R068,2024-10-08T12:56:59,109.0,T2,surprise,驚き,37,True
R068,2024-10-08T12:56:59,109.0,T2,sadness,悲しみ,61,True
R068,2024-10-08T12:56:59,109.0,T2,anger,怒り,31,True
R068,2024-10-08T12:56:59,109.0,T3,interest,面白さ,85,True
R068,2024-10-08T12:56:59,109.0,T3,surprise,驚き,68,True
R068,2024-10-08T12:56:59,109.0,T3,sadness,悲しみ,0,True
R068,2024-10-08T12:56:59,109.0,T3,anger,怒り,0,True
R069,2024-10-08T11:59:20,198.0,T1,interest,面白さ,30,True
R069,2024-10-08T11:59:20,198.0,T1,surprise,驚き,30,True
R069,2024-10-08T11:59:20,198.0,T1,sadness,悲しみ,0,True
R069,2024-10-08T11:59:20,198.0,T1,anger,怒り,0,True
R069,2024-10-08T11:59:20,198.0,T2,interest,面白さ,23,True
R069,2024-10-08T11:59:20,198.0,T2,surprise,驚き,22,True
R069,2024-10-08T11:59:20,198.0,T2,sadness,悲しみ,0,True
R069,2024-10-08T11:59:20,198.0,T2,anger,怒り,0,True
R069,2024-10-08T11:59:20,198.0,T3,interest,面白さ,72,True
R069,2024-10-08T11:59:20,198.0,T3,surprise,驚き,73,True
R069,2024-10-08T11:59:20,198.0,T3,sadness,悲しみ,0,True
R069,2024-10-08T11:59:20,198.0,T3,anger,怒り,4,True
R070,2024-10-08T11:57:52,208.0,T1,interest,面白さ,57,True
R070,2024-10-08T11:57:52,208.0,T1,surprise,驚き,53,True
R070,2024-10-08T11:57:52,208.0,T1,sadness,悲しみ,60,True
R070,2024-10-08T11:57:52,208.0,T1,anger,怒り,44,True
R070,2024-10-08T11:57:52,208.0,T2,interest,面白さ,55,True
R070,2024-10-08T11:57:52,208.0,T2,surprise,驚き,54,True
R070,2024-10-08T11:57:52,208.0,T2,sadness,悲しみ,65,True
R070,2024-10-08T11:57:52,208.0,T2,anger,怒り,38,True
R070,2024-10-08T11:57:52,208.0,T3,interest,面白さ,57,True
R070,2024-10-08T11:57:52,208.0,T3,surprise,驚き,66,True
R070,2024-10-08T11:57:52,208.0,T3,sadness,悲しみ,40,True
R070,2024-10-08T11:57:52,208.0,T3,anger,怒り,48,True
R071,2024-10-08T11:57:53,187.0,T1,interest,面白さ,77,True
R071,2024-10-08T11:57:53,187.0,T1,surprise,驚き,71,True
R071,2024-10-08T11:57:53,187.0,T1,sadness,悲しみ,63,True
R071,2024-10-08T11:57:53,187.0,T1,anger,怒り,40,True
R071,2024-10-08T11:57:53,187.0,T2,interest,面白さ,69,True
R071,2024-10-08T11:57:53,187.0,T2,surprise,驚き,54,True
R071,2024-10-08T11:57:53,187.0,T2,sadness,悲しみ,61,True
R071,2024-10-08T11:57:53,187.0,T2,anger,怒り,42,True
R071,2024-10-08T11:57:53,187.0,T3,interest,面白さ,67,True
R071,2024-10-08T11:57:53,187.0,T3,surprise,驚き,59,True
R071,2024-10-08T11:57:53,187.0,T3,sadness,悲しみ,35,True
R071,2024-10-08T11:57:53,187.0,T3,anger,怒り,29,True
R072,2024-10-08T11:58:19,155.0,T1,interest,面白さ,68,True
R072,2024-10-08T11:58:19,155.0,T1,surprise,驚き,24,True
R072,2024-10-08T11:58:19,155.0,T1,sadness,悲しみ,0,True
R072,2024-10-08T11:58:19,155.0,T1,anger,怒り,59,True
R072,2024-10-08T11:58:19,155.0,T2,interest,面白さ,69,True
R072,2024-10-08T11:58:19,155.0,T2,surprise,驚き,28,True
R072,2024-10-08T11:58:19,155.0,T2,sadness,悲しみ,0,True
R072,2024-10-08T11:58:19,155.0,T2,anger,怒り,3,True
R072,2024-10-08T11:58:19,155.0,T3,interest,面白さ,87,True
R072,2024-10-08T11:58:19,155.0,T3,surprise,驚き,80,True
R072,2024-10-08T11:58:19,155.0,T3,sadness,悲しみ,0,True
R072,2024-10-08T11:58:19,155.0,T3,anger,怒り,0,True
R073,2024-10-08T11:55:49,290.0,T1,interest,面白さ,63,True
R073,2024-10-08T11:55:49,290.0,T1,surprise,驚き,20,True
R073,2024-10-08T11:55:49,290.0,T1,sadness,悲しみ,2,True
R073,2024-10-08T11:55:49,290.0,T1,anger,怒り,2,True
R073,2024-10-08T11:55:49,290.0,T2,interest,面白さ,86,True
R073,2024-10-08T11:55:49,290.0,T2,surprise,驚き,16,True
R073,2024-10-08T11:55:49,290.0,T2,sadness,悲しみ,72,True
R073,2024-10-08T11:55:49,290.0,T2,anger,怒り,24,True
R073,2024-10-08T11:55:49,290.0,T3,interest,面白さ,91,True
R073,2024-10-08T11:55:49,290.0,T3,surprise,驚き,20,True
R073,2024-10-08T11:55:49,290.0,T3,sadness,悲しみ,6,True
R073,2024-10-08T11:55:49,290.0,T3,anger,怒り,8,True
R074,2024-10-08T11:55:32,196.0,T1,interest,面白さ,39,True
R074,2024-10-08T11:55:32,196.0,T1,surprise,驚き,39,True
R074,2024-10-08T11:55:32,196.0,T1,sadness,悲しみ,42,True
R074,2024-10-08T11:55:32,196.0,T1,anger,怒り,45,True
R074,2024-10-08T11:55:32,196.0,T2,interest,面白さ,44,True
R074,2024-10-08T11:55:32,196.0,T2,surprise,驚き,41,True
R074,2024-10-08T11:55:32,196.0,T2,sadness,悲しみ,41,True
R074,2024-10-08T11:55:32,196.0,T2,anger,怒り,40,True
R074,2024-10-08T11:55:32,196.0,T3,interest,面白さ,43,True
R074,2024-10-08T11:55:32,196.0,T3,surprise,驚き,46,True
R074,2024-10-08T11:55:32,196.0,T3,sadness,悲しみ,43,True
R074,2024-10-08T11:55:32,196.0,T3,anger,怒り,38,True
R075,2024-10-08T11:55:40,169.0,T1,interest,面白さ,100,True
R075,2024-10-08T11:55:40,169.0,T1,surprise,驚き,100,True
R075,2024-10-08T11:55:40,169.0,T1,sadness,悲しみ,50,True
R075,2024-10-08T11:55:40,169.0,T1,anger,怒り,54,True
R075,2024-10-08T11:55:40,169.0,T2,interest,面白さ,44,True
R075,2024-10-08T11:55:40,169.0,T2,surprise,驚き,39,True
R075,2024-10-08T11:55:40,169.0,T2,sadness,悲しみ,59,True
R075,2024-10-08T11:55:40,169.0,T2,anger,怒り,69,True
R075,2024-10-08T11:55:40,169.0,T3,interest,面白さ,100,True
R075,2024-10-08T11:55:40,169.0,T3,surprise,驚き,78,True
R075,2024-10-08T11:55:40,169.0,T3,sadness,悲しみ,0,True
R075,2024-10-08T11:55:40,169.0,T3,anger,怒り,0,True
R076,2024-10-08T11:55:18,191.0,T1,interest,面白さ,61,True
R076,2024-10-08T11:55:18,191.0,T1,surprise,驚き,60,True
R076,2024-10-08T11:55:18,191.0,T1,sadness,悲しみ,65,True
R076,2024-10-08T11:55:18,191.0,T1,anger,怒り,60,True
R076,2024-10-08T11:55:18,191.0,T2,interest,面白さ,63,True
R076,2024-10-08T11:55:18,191.0,T2,surprise,驚き,55,True
R076,2024-10-08T11:55:18,191.0,T2,sadness,悲しみ,65,True
R076,2024-10-08T11:55:18,191.0,T2,anger,怒り,39,True
R076,2024-10-08T11:55:18,191.0,T3,interest,面白さ,57,True
R076,2024-10-08T11:55:18,191.0,T3,surprise,驚き,41,True
R076,2024-10-08T11:55:18,191.0,T3,sadness,悲しみ,46,True
R076,2024-10-08T11:55:18,191.0,T3,anger,怒り,64,True
R077,2024-10-08T11:55:58,109.0,T1,interest,面白さ,69,True
R077,2024-10-08T11:55:58,109.0,T1,surprise,驚き,67,True
R077,2024-10-08T11:55:58,109.0,T1,sadness,悲しみ,56,True
R077,2024-10-08T11:55:58,109.0,T1,anger,怒り,55,True
R077,2024-10-08T11:55:58,109.0,T2,interest,面白さ,54,True
R077,2024-10-08T11:55:58,109.0,T2,surprise,驚き,39,True
R077,2024-10-08T11:55:58,109.0,T2,sadness,悲しみ,64,True
R077,2024-10-08T11:55:58,109.0,T2,anger,怒り,47,True
R077,2024-10-08T11:55:58,109.0,T3,interest,面白さ,65,True
R077,2024-10-08T11:55:58,109.0,T3,surprise,驚き,54,True
R077,2024-10-08T11:55:58,109.0,T3,sadness,悲しみ,60,True
R077,2024-10-08T11:55:58,109.0,T3,anger,怒り,43,True
R078,2024-10-08T11:55:03,154.0,T1,interest,面白さ,85,True
R078,2024-10-08T11:55:03,154.0,T1,surprise,驚き,75,True
R078,2024-10-08T11:55:03,154.0,T1,sadness,悲しみ,0,True
R078,2024-10-08T11:55:03,154.0,T1,anger,怒り,0,True
R078,2024-10-08T11:55:03,154.0,T2,interest,面白さ,52,True
