run_id,stage,design_id,manifest_row,model_id,provider,language,story_id,target_mode,repetition,ok,profile_entropy
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,103,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,4,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,104,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,5,True,0.997105646
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,105,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,6,True,0.995622565
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,106,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,7,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,107,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,8,True,0.997105646
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,108,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,9,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,109,anthropic/claude-haiku-4.5,openrouter,en,T3,reader_side,10,True,0.996733199
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,110,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,1,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,111,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,2,True,0.997105646
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,112,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,3,True,0.996733199
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,113,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,4,True,0.997105646
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,114,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,5,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,115,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,6,True,0.998200241
